#SUBMITTED ID;GO_BIOLOGICAL_PROCESS;GO_CELLULAR_COMPONENT;GO_MOLECULAR_FUNCTION;NAME;SYMBOL;JM;Pathway
FBgn0029118;"tricarboxylic acid cycle ; GO:0006099 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000212531 <newline> tricarboxylic acid cycle ; GO:0006099 | involved_in inferred from electronic annotation with InterPro:IPR005809 <newline> succinyl-CoA metabolic process ; GO:0006104 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000212531 <newline> succinyl-CoA metabolic process ; GO:0006104 | involved_in inferred from electronic annotation with InterPro:IPR034722 <newline> tricarboxylic acid cycle ; GO:0006099 | <newline> succinyl-CoA metabolic process ; GO:0006104 |";"succinate-CoA ligase complex ; GO:0042709 | part_of inferred from biological aspect of ancestor with PANTHER:PTN000212531 <newline> mitochondrion ; GO:0005739 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000212530 <newline> succinate-CoA ligase complex ; GO:0042709 | <newline> mitochondrion ; GO:0005739 |";"succinate-CoA ligase (GDP-forming) activity ; GO:0004776 | enables inferred from biological aspect of ancestor with PANTHER:PTN000929335 <newline> ATP binding ; GO:0005524 | enables inferred from electronic annotation with InterPro:IPR013815 <newline> catalytic activity ; GO:0003824 | enables inferred from electronic annotation with InterPro:IPR005811 <newline> succinate-CoA ligase (GDP-forming) activity ; GO:0004776 | enables inferred from electronic annotation with InterPro:IPR034722 <newline> succinate-CoA ligase (GDP-forming) activity ; GO:0004776 | <newline> ATP binding ; GO:0005524 | <newline> catalytic activity ; GO:0003824 |";Succinyl-coenzyme A synthetase beta subunit, GDP-forming;ScsbetaG;;TCA
FBgn0037643;"tricarboxylic acid cycle ; GO:0006099 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000212531 <newline> succinyl-CoA metabolic process ; GO:0006104 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000212531 <newline> sperm individualization ; GO:0007291 | involved_in inferred from mutant phenotype <newline> tricarboxylic acid cycle ; GO:0006099 | involved_in inferred from electronic annotation with InterPro:IPR005809, InterPro:IPR034723 <newline> tricarboxylic acid cycle ; GO:0006099 | involved_in inferred from sequence or structural similarity with UniProtKB:F1LM47 <newline> tricarboxylic acid cycle ; GO:0006099 | <newline> succinyl-CoA metabolic process ; GO:0006104 | <newline> sperm individualization ; GO:0007291 |";"succinate-CoA ligase complex ; GO:0042709 | part_of inferred from biological aspect of ancestor with PANTHER:PTN000212531 <newline> Cul3-RING ubiquitin ligase complex ; GO:0031463 | part_of inferred from direct assay <newline> mitochondrion ; GO:0005739 | located_in inferred from high throughput direct assay <newline> mitochondrion ; GO:0005739 | located_in inferred from electronic annotation with InterPro:IPR034723 <newline> mitochondrion ; GO:0005739 | located_in inferred from direct assay <newline> mitochondrion ; GO:0005739 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000212530 <newline> succinate-CoA ligase complex ; GO:0042709 | <newline> Cul3-RING ubiquitin ligase complex ; GO:0031463 | <newline> mitochondrion ; GO:0005739 |";"succinate-CoA ligase (ADP-forming) activity ; GO:0004775 | enables inferred from biological aspect of ancestor with PANTHER:PTN000212531 <newline> catalytic activity ; GO:0003824 | enables inferred from electronic annotation with InterPro:IPR005811 <newline> metal ion binding ; GO:0046872 | enables inferred from electronic annotation with InterPro:IPR011761 <newline> cysteine-type endopeptidase activator activity involved in apoptotic process ; GO:0008656 | enables inferred from direct assay <newline> succinate-CoA ligase (ADP-forming) activity ; GO:0004775 | enables inferred from sequence or structural similarity with UniProtKB:F1LM47 <newline> ATP binding ; GO:0005524 | enables inferred from electronic annotation with InterPro:IPR011761, InterPro:IPR013815 <newline> succinate-CoA ligase (ADP-forming) activity ; GO:0004775 | <newline> catalytic activity ; GO:0003824 | <newline> metal ion binding ; GO:0046872 | <newline> cysteine-type endopeptidase activator activity involved in apoptotic process ; GO:0008656 | <newline> ATP binding ; GO:0005524 |";Succinyl-coenzyme A synthetase beta subunit, ADP-forming;ScsbetaA;;TCA
FBgn0037873;"mitochondrial electron transport, succinate to ubiquinone ; GO:0006121 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000104658 <newline> tricarboxylic acid cycle ; GO:0006099 | involved_in inferred from electronic annotation with InterPro:IPR014314, InterPro:IPR018495 <newline> response to oxidative stress ; GO:0006979 | involved_in inferred from mutant phenotype <newline> determination of adult lifespan ; GO:0008340 | involved_in inferred from mutant phenotype <newline> mitochondrial electron transport, succinate to ubiquinone ; GO:0006121 | involved_in inferred from mutant phenotype <newline> mitochondrial electron transport, succinate to ubiquinone ; GO:0006121 | <newline> tricarboxylic acid cycle ; GO:0006099 | <newline> response to oxidative stress ; GO:0006979 | <newline> determination of adult lifespan ; GO:0008340 |";"mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) ; GO:0005749 | part_of inferred from sequence or structural similarity with UniProtKB:P33421 <newline> succinate dehydrogenase complex ; GO:0045281 | part_of inferred from electronic annotation with InterPro:IPR014314 <newline> membrane ; GO:0016020 | located_in inferred from electronic annotation with InterPro:IPR018495, InterPro:IPR034804 <newline> mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) ; GO:0005749 | part_of inferred from biological aspect of ancestor with PANTHER:PTN000104658 <newline> mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) ; GO:0005749 | <newline> succinate dehydrogenase complex ; GO:0045281 | <newline> membrane ; GO:0016020 |";"electron transfer activity ; GO:0009055 | enables inferred from electronic annotation with InterPro:IPR014314, InterPro:IPR018495 <newline> succinate dehydrogenase activity ; GO:0000104 | enables inferred from electronic annotation with InterPro:IPR014314, InterPro:IPR018495 <newline> oxidoreductase activity, acting on the CH-CH group of donors ; GO:0016627 | enables inferred from electronic annotation with InterPro:IPR000701 <newline> succinate dehydrogenase (ubiquinone) activity ; GO:0008177 | contributes_to inferred from sequence or structural similarity with UniProtKB:P33421 <newline> electron transfer activity ; GO:0009055 | <newline> succinate dehydrogenase activity ; GO:0000104 | <newline> oxidoreductase activity, acting on the CH-CH group of donors ; GO:0016627 | <newline> succinate dehydrogenase (ubiquinone) activity ; GO:0008177 |";Succinate dehydrogenase, subunit C;SdhC;;TCA
FBgn0038922;"salivary gland cell autophagic cell death ; GO:0035071 | involved_in inferred from mutant phenotype <newline> isocitrate metabolic process ; GO:0006102 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000216787 <newline> tricarboxylic acid cycle ; GO:0006099 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000216787 <newline> tricarboxylic acid cycle ; GO:0006099 | involved_in inferred from mutant phenotype <newline> tricarboxylic acid cycle ; GO:0006099 | involved_in inferred from electronic annotation with InterPro:IPR004434 <newline> ecdysone-mediated induction of salivary gland cell autophagic cell death ; GO:0035072 | involved_in inferred from mutant phenotype <newline> salivary gland cell autophagic cell death ; GO:0035071 | <newline> isocitrate metabolic process ; GO:0006102 | <newline> tricarboxylic acid cycle ; GO:0006099 | <newline> ecdysone-mediated induction of salivary gland cell autophagic cell death ; GO:0035072 |";"mitochondrial matrix ; GO:0005759 | located_in inferred from direct assay <newline> mitochondrion ; GO:0005739 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000216786 <newline> mitochondrial matrix ; GO:0005759 | <newline> mitochondrion ; GO:0005739 |";-;Isocitrate dehydrogenase 3b;Idh3b;;TCA
FBgn0039112;"mitochondrial electron transport, succinate to ubiquinone ; GO:0006121 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN001000243 <newline> tricarboxylic acid cycle ; GO:0006099 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN001000243 <newline> tricarboxylic acid cycle ; GO:0006099 | involved_in inferred from sequence or structural similarity with UniProtKB:O14521 <newline> mitochondrial electron transport, succinate to ubiquinone ; GO:0006121 | <newline> tricarboxylic acid cycle ; GO:0006099 |";"mitochondrial inner membrane ; GO:0005743 | located_in inferred from sequence or structural similarity with UniProtKB:A5GZW8 <newline> mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) ; GO:0005749 | part_of inferred from biological aspect of ancestor with PANTHER:PTN001000243 <newline> mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) ; GO:0005749 | part_of inferred from sequence or structural similarity with UniProtKB:A5GZW8 <newline> mitochondrial envelope ; GO:0005740 | located_in inferred from electronic annotation with InterPro:IPR007992 <newline> membrane ; GO:0016020 | located_in inferred from electronic annotation with InterPro:IPR007992, InterPro:IPR034804 <newline> mitochondrial inner membrane ; GO:0005743 | <newline> mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) ; GO:0005749 | <newline> mitochondrial envelope ; GO:0005740 | <newline> membrane ; GO:0016020 |";"succinate dehydrogenase (ubiquinone) activity ; GO:0008177 | enables inferred from sequence or structural similarity with UniProtKB:Q9CXV1 <newline> heme binding ; GO:0020037 | enables inferred from biological aspect of ancestor with PANTHER:PTN001000243 <newline> heme binding ; GO:0020037 | enables inferred from sequence or structural similarity with UniProtKB:A5GZW8 <newline> ubiquinone binding ; GO:0048039 | enables inferred from sequence or structural similarity with UniProtKB:A5GZW8 <newline> ubiquinone binding ; GO:0048039 | enables inferred from biological aspect of ancestor with PANTHER:PTN001000243 <newline> succinate dehydrogenase (ubiquinone) activity ; GO:0008177 | contributes_to inferred from biological aspect of ancestor with PANTHER:PTN001000243 <newline> succinate dehydrogenase (ubiquinone) activity ; GO:0008177 | <newline> heme binding ; GO:0020037 | <newline> ubiquinone binding ; GO:0048039 |";Succinate dehydrogenase, subunit D;SdhD;;TCA
FBgn0261439;"tricarboxylic acid cycle ; GO:0006099 | involved_in inferred from electronic annotation with InterPro:IPR011281 <newline> mitochondrial electron transport, succinate to ubiquinone ; GO:0006121 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000180258 <newline> electron transport chain ; GO:0022900 | involved_in inferred from mutant phenotype <newline> electron transport chain ; GO:0022900 | involved_in inferred from electronic annotation with InterPro:IPR014006 <newline> succinate metabolic process ; GO:0006105 | involved_in inferred from sequence or structural similarity with UniProtKB:P31040 <newline> respiratory electron transport chain ; GO:0022904 | involved_in inferred from sequence or structural similarity with UniProtKB:P31040 <newline> tricarboxylic acid cycle ; GO:0006099 | <newline> mitochondrial electron transport, succinate to ubiquinone ; GO:0006121 | <newline> electron transport chain ; GO:0022900 | <newline> succinate metabolic process ; GO:0006105 | <newline> respiratory electron transport chain ; GO:0022904 |";"mitochondrion ; GO:0005739 | located_in inferred from high throughput direct assay <newline> mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) ; GO:0005749 | part_of inferred from biological aspect of ancestor with PANTHER:PTN000180258 <newline> mitochondrion ; GO:0005739 | <newline> mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) ; GO:0005749 |";"succinate dehydrogenase (ubiquinone) activity ; GO:0008177 | enables inferred from sequence or structural similarity with UniProtKB:P31040 <newline> oxidoreductase activity ; GO:0016491 | enables inferred from electronic annotation with InterPro:IPR003952, InterPro:IPR015939, InterPro:IPR037099 <newline> succinate dehydrogenase (ubiquinone) activity ; GO:0008177 | enables inferred from biological aspect of ancestor with PANTHER:PTN000180258 <newline> flavin adenine dinucleotide binding ; GO:0050660 | enables inferred from electronic annotation with InterPro:IPR011281, InterPro:IPR014006 <newline> flavin adenine dinucleotide binding ; GO:0050660 | enables inferred from biological aspect of ancestor with PANTHER:PTN000180228 <newline> electron transfer activity ; GO:0009055 | enables inferred from biological aspect of ancestor with PANTHER:PTN000180228 <newline> oxidoreductase activity, acting on the CH-CH group of donors ; GO:0016627 | enables inferred from electronic annotation with InterPro:IPR011281, InterPro:IPR014006 <newline> succinate dehydrogenase (ubiquinone) activity ; GO:0008177 | <newline> oxidoreductase activity ; GO:0016491 | <newline> flavin adenine dinucleotide binding ; GO:0050660 | <newline> electron transfer activity ; GO:0009055 | <newline> oxidoreductase activity, acting on the CH-CH group of donors ; GO:0016627 |";Succinate dehydrogenase, subunit A (flavoprotein);SdhA;;TCA
FBgn0261955;"tricarboxylic acid cycle ; GO:0006099 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000201223 <newline> citrate metabolic process ; GO:0006101 | involved_in inferred from electronic annotation with InterPro:IPR010109 <newline> carbohydrate metabolic process ; GO:0005975 | involved_in inferred from sequence or structural similarity with UniProtKB:O75390 <newline> tricarboxylic acid cycle ; GO:0006099 | involved_in inferred from electronic annotation with InterPro:IPR002020 <newline> carbohydrate metabolic process ; GO:0005975 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000201223 <newline> tricarboxylic acid cycle ; GO:0006099 | <newline> citrate metabolic process ; GO:0006101 | <newline> carbohydrate metabolic process ; GO:0005975 |";"mitochondrial matrix ; GO:0005759 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000201222 <newline> mitochondrion ; GO:0005739 | located_in inferred from high throughput direct assay <newline> mitochondrial matrix ; GO:0005759 | located_in inferred from sequence or structural similarity with UniProtKB:O75390 <newline> mitochondrial matrix ; GO:0005759 | <newline> mitochondrion ; GO:0005739 |";"acyltransferase activity, acyl groups converted into alkyl on transfer ; GO:0046912 | enables inferred from electronic annotation with InterPro:IPR002020, InterPro:IPR019810, InterPro:IPR036969 <newline> citrate (Si)-synthase activity ; GO:0004108 | enables inferred from sequence or structural similarity with UniProtKB:O75390 <newline> citrate (Si)-synthase activity ; GO:0004108 | enables inferred from direct assay <newline> citrate (Si)-synthase activity ; GO:0004108 | enables inferred from electronic annotation with InterPro:IPR010109 <newline> citrate (Si)-synthase activity ; GO:0004108 | enables inferred from biological aspect of ancestor with PANTHER:PTN000201223 <newline> acyltransferase activity, acyl groups converted into alkyl on transfer ; GO:0046912 | <newline> citrate (Si)-synthase activity ; GO:0004108 |";knockdown;kdn;;TCA
FBgn0262782;"tricarboxylic acid cycle ; GO:0006099 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000600336 <newline> malate metabolic process ; GO:0006108 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000600336 <newline> NADH metabolic process ; GO:0006734 | involved_in inferred from direct assay <newline> malate metabolic process ; GO:0006108 | involved_in inferred from electronic annotation with InterPro:IPR001252, InterPro:IPR010945, InterPro:IPR011274 <newline> carboxylic acid metabolic process ; GO:0019752 | involved_in inferred from electronic annotation with InterPro:IPR001557 <newline> oxaloacetate metabolic process ; GO:0006107 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000600336 <newline> NADH metabolic process ; GO:0006734 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000600336 <newline> tricarboxylic acid cycle ; GO:0006099 | <newline> malate metabolic process ; GO:0006108 | <newline> NADH metabolic process ; GO:0006734 | <newline> carboxylic acid metabolic process ; GO:0019752 | <newline> oxaloacetate metabolic process ; GO:0006107 |";"cytosol ; GO:0005829 | located_in inferred from direct assay <newline> peroxisome ; GO:0005777 | located_in inferred from sequence model <newline> cytosol ; GO:0005829 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN001157397 <newline> cytosol ; GO:0005829 | <newline> peroxisome ; GO:0005777 |";"L-malate dehydrogenase activity ; GO:0030060 | enables inferred from electronic annotation with InterPro:IPR011274 <newline> malate dehydrogenase activity ; GO:0016615 | enables inferred from electronic annotation with InterPro:IPR001252, InterPro:IPR010945 <newline> oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor ; GO:0016616 | enables inferred from electronic annotation with InterPro:IPR001557, InterPro:IPR015955, InterPro:IPR022383 <newline> L-malate dehydrogenase activity ; GO:0030060 | enables inferred from direct assay <newline> catalytic activity ; GO:0003824 | enables inferred from electronic annotation with InterPro:IPR015955 <newline> oxidoreductase activity ; GO:0016491 | enables inferred from electronic annotation with InterPro:IPR001236 <newline> L-malate dehydrogenase activity ; GO:0030060 | enables inferred from biological aspect of ancestor with PANTHER:PTN000600336 <newline> L-malate dehydrogenase activity ; GO:0030060 | <newline> malate dehydrogenase activity ; GO:0016615 | <newline> oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor ; GO:0016616 | <newline> catalytic activity ; GO:0003824 | <newline> oxidoreductase activity ; GO:0016491 |";Malate dehydrogenase 1;Mdh1;;TCA
FBgn0265177;"biological_process ; GO:0008150 | involved_in no biological data available <newline> 2-oxoglutarate metabolic process ; GO:0006103 | involved_in inferred from electronic annotation with InterPro:IPR020373 <newline> biological_process ; GO:0008150 | <newline> 2-oxoglutarate metabolic process ; GO:0006103 |";"cellular_component ; GO:0005575 | is_active_in no biological data available <newline> mitochondrial oxoglutarate dehydrogenase complex ; GO:0009353 | part_of inferred from electronic annotation with InterPro:IPR020373 <newline> cellular_component ; GO:0005575 | <newline> mitochondrial oxoglutarate dehydrogenase complex ; GO:0009353 |";"molecular_function ; GO:0003674 | enables no biological data available <newline> molecular_function ; GO:0003674 |";-;CG44242;;TCA
FBgn0286222;"fumarate metabolic process ; GO:0006106 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000154499 <newline> tricarboxylic acid cycle ; GO:0006099 | involved_in inferred from sequence or structural similarity with UniProtKB:P14408 <newline> tricarboxylic acid cycle ; GO:0006099 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000154499 <newline> malate metabolic process ; GO:0006108 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000154499 <newline> tricarboxylic acid cycle ; GO:0006099 | involved_in inferred from electronic annotation with InterPro:IPR018951 <newline> fumarate metabolic process ; GO:0006106 | involved_in inferred from electronic annotation with InterPro:IPR005677 <newline> fumarate metabolic process ; GO:0006106 | <newline> tricarboxylic acid cycle ; GO:0006099 | <newline> malate metabolic process ; GO:0006108 |";"mitochondrion ; GO:0005739 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000154501 <newline> mitochondrion ; GO:0005739 | located_in inferred from high throughput direct assay <newline> tricarboxylic acid cycle enzyme complex ; GO:0045239 | part_of inferred from electronic annotation with InterPro:IPR005677 <newline> mitochondrion ; GO:0005739 | <newline> tricarboxylic acid cycle enzyme complex ; GO:0045239 |";"catalytic activity ; GO:0003824 | enables inferred from electronic annotation with InterPro:IPR008948, InterPro:IPR020557 <newline> fumarate hydratase activity ; GO:0004333 | enables inferred from electronic annotation with InterPro:IPR005677 <newline> lyase activity ; GO:0016829 | enables inferred from electronic annotation with InterPro:IPR018951 <newline> fumarate hydratase activity ; GO:0004333 | enables inferred from biological aspect of ancestor with PANTHER:PTN000154499 <newline> fumarate hydratase activity ; GO:0004333 | enables inferred from sequence or structural similarity with UniProtKB:P14408 <newline> catalytic activity ; GO:0003824 | <newline> fumarate hydratase activity ; GO:0004333 | <newline> lyase activity ; GO:0016829 |";Fumarase 1;Fum1;;TCA
FBgn0036927;"regulation of glutamate metabolic process ; GO:2000211 | involved_in inferred from mutant phenotype <newline> regulation of carbohydrate metabolic process ; GO:0006109 | involved_in inferred from mutant phenotype <newline> gamma-aminobutyric acid catabolic process ; GO:0009450 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000944876 <newline> gamma-aminobutyric acid metabolic process ; GO:0009448 | involved_in inferred from electronic annotation with InterPro:IPR004631 <newline> regulation of circadian sleep/wake cycle ; GO:0042749 | involved_in inferred from mutant phenotype <newline> regulation of glutamate metabolic process ; GO:2000211 | <newline> regulation of carbohydrate metabolic process ; GO:0006109 | <newline> gamma-aminobutyric acid catabolic process ; GO:0009450 | <newline> gamma-aminobutyric acid metabolic process ; GO:0009448 | <newline> regulation of circadian sleep/wake cycle ; GO:0042749 |";"mitochondrion ; GO:0005739 | located_in inferred from high throughput direct assay <newline> mitochondrion ; GO:0005739 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000241230 <newline> mitochondrion ; GO:0005739 | located_in inferred from direct assay <newline> mitochondrion ; GO:0005739 |";"4-aminobutyrate:2-oxoglutarate transaminase activity ; GO:0034386 | enables inferred from sequence or structural similarity with UniProtKB:P80404 <newline> pyridoxal phosphate binding ; GO:0030170 | enables inferred from electronic annotation with InterPro:IPR005814 <newline> 4-aminobutyrate transaminase activity ; GO:0003867 | enables inferred from electronic annotation with InterPro:IPR004631 <newline> 4-aminobutyrate transaminase activity ; GO:0003867 | enables inferred from biological aspect of ancestor with PANTHER:PTN000944876 <newline> pyridoxal phosphate binding ; GO:0030170 | enables inferred from biological aspect of ancestor with PANTHER:PTN000944876 <newline> catalytic activity ; GO:0003824 | enables inferred from electronic annotation with InterPro:IPR015421, InterPro:IPR015422 <newline> transaminase activity ; GO:0008483 | enables inferred from electronic annotation with InterPro:IPR005814 <newline> 4-aminobutyrate:2-oxoglutarate transaminase activity ; GO:0034386 | <newline> pyridoxal phosphate binding ; GO:0030170 | <newline> 4-aminobutyrate transaminase activity ; GO:0003867 | <newline> catalytic activity ; GO:0003824 | <newline> transaminase activity ; GO:0008483 |";gamma-aminobutyric acid transaminase;Gabat;;Transaminase
FBgn0287209;"fructose 6-phosphate metabolic process ; GO:0006002 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000101302 <newline> fructose 6-phosphate metabolic process ; GO:0006002 | involved_in traceable author statement <newline> UDP-N-acetylglucosamine metabolic process ; GO:0006047 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000101302 <newline> protein N-linked glycosylation ; GO:0006487 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000101302 <newline> carbohydrate derivative metabolic process ; GO:1901135 | involved_in inferred from electronic annotation with InterPro:IPR001347, InterPro:IPR046348 <newline> carbohydrate derivative biosynthetic process ; GO:1901137 | involved_in inferred from electronic annotation with InterPro:IPR005855 <newline> fructose 6-phosphate metabolic process ; GO:0006002 | <newline> UDP-N-acetylglucosamine metabolic process ; GO:0006047 | <newline> protein N-linked glycosylation ; GO:0006487 | <newline> carbohydrate derivative metabolic process ; GO:1901135 | <newline> carbohydrate derivative biosynthetic process ; GO:1901137 |";-;"glutamine-fructose-6-phosphate transaminase (isomerizing) activity ; GO:0004360 | enables inferred from electronic annotation with InterPro:IPR005855 <newline> glutamine-fructose-6-phosphate transaminase (isomerizing) activity ; GO:0004360 | enables inferred from biological aspect of ancestor with PANTHER:PTN000101302 <newline> glutamine-fructose-6-phosphate transaminase (isomerizing) activity ; GO:0004360 | enables traceable author statement <newline> carbohydrate derivative binding ; GO:0097367 | enables inferred from electronic annotation with InterPro:IPR001347, InterPro:IPR046348 <newline> glutamine-fructose-6-phosphate transaminase (isomerizing) activity ; GO:0004360 | <newline> carbohydrate derivative binding ; GO:0097367 |";Glutamine:fructose-6-phosphate aminotransferase 1;Gfat1;;Transaminase
